strategy_id,strategy,source_proof_id,source_lean_name,source_strategy_number,source_file,formal_statement,comment
148,"Apply uniform continuity with tolerance \(\varepsilon/2\), so that whenever \(0<\eta<\delta\) and \(|x-y|\le \eta\), one gets \(|f(x)-f(y)|<\varepsilon/2\).",atlas.real_analysis.ddf4500c6302,modulusOfContinuity_tendsto_zero,2,external/atlas-lean/Atlas/RealAnalysis/code/Integration/ModulusContinuity.lean,"theorem modulusOfContinuity_tendsto_zero (f : ℝ → ℝ) (a b : ℝ) (hab : a ≤ b)
    (hf : ContinuousOn f (Icc a b)) :
    Filter.Tendsto (modulusOfContinuity f a b) (𝓝[>] 0) (𝓝 0)","*Theorem I (Modulus of continuity vanishes).** For `f ∈ C([a,b])`,
`lim_{η → 0⁺} w_f(η) = 0`. That is, `∀ ε > 0, ∃ δ > 0, ∀ η < δ : w_f(η) < ε`."
149,Transfer this pointwise bound to the supremum defining \(w_f(\eta)\) by proving every admissible value is at most \(\varepsilon/2\).,atlas.real_analysis.ddf4500c6302,modulusOfContinuity_tendsto_zero,3,external/atlas-lean/Atlas/RealAnalysis/code/Integration/ModulusContinuity.lean,"theorem modulusOfContinuity_tendsto_zero (f : ℝ → ℝ) (a b : ℝ) (hab : a ≤ b)
    (hf : ContinuousOn f (Icc a b)) :
    Filter.Tendsto (modulusOfContinuity f a b) (𝓝[>] 0) (𝓝 0)","*Theorem I (Modulus of continuity vanishes).** For `f ∈ C([a,b])`,
`lim_{η → 0⁺} w_f(η) = 0`. That is, `∀ ε > 0, ∃ δ > 0, ∀ η < δ : w_f(η) < ε`."
150,"Use \(x=y=a\), justified by \(a\le b\), to show the defining set is nonempty and contains \(0\), which both legitimizes the supremum estimates and proves \(w_f(\eta)\ge 0\).",atlas.real_analysis.ddf4500c6302,modulusOfContinuity_tendsto_zero,4,external/atlas-lean/Atlas/RealAnalysis/code/Integration/ModulusContinuity.lean,"theorem modulusOfContinuity_tendsto_zero (f : ℝ → ℝ) (a b : ℝ) (hab : a ≤ b)
    (hf : ContinuousOn f (Icc a b)) :
    Filter.Tendsto (modulusOfContinuity f a b) (𝓝[>] 0) (𝓝 0)","*Theorem I (Modulus of continuity vanishes).** For `f ∈ C([a,b])`,
`lim_{η → 0⁺} w_f(η) = 0`. That is, `∀ ε > 0, ∃ δ > 0, ∀ η < δ : w_f(η) < ε`."
151,"Conclude \(0\le w_f(\eta)\le\varepsilon/2<\varepsilon\), hence \(|w_f(\eta)|<\varepsilon\) for all sufficiently small positive \(\eta\), exactly establishing the right-hand limit at \(0\).",atlas.real_analysis.ddf4500c6302,modulusOfContinuity_tendsto_zero,5,external/atlas-lean/Atlas/RealAnalysis/code/Integration/ModulusContinuity.lean,"theorem modulusOfContinuity_tendsto_zero (f : ℝ → ℝ) (a b : ℝ) (hab : a ≤ b)
    (hf : ContinuousOn f (Icc a b)) :
    Filter.Tendsto (modulusOfContinuity f a b) (𝓝[>] 0) (𝓝 0)","*Theorem I (Modulus of continuity vanishes).** For `f ∈ C([a,b])`,
`lim_{η → 0⁺} w_f(η) = 0`. That is, `∀ ε > 0, ∃ δ > 0, ∀ η < δ : w_f(η) < ε`."
152,"Compactness of \([a,b]\) and continuity of \(f\) provide a uniform constant \(C\) such that \(|f(t)| \le C\) for every \(t \in [a,b]\).",atlas.real_analysis.8ad5bc02848c,modulusOfContinuity_bddAbove,1,external/atlas-lean/Atlas/RealAnalysis/code/Integration/ModulusContinuity.lean,"lemma modulusOfContinuity_bddAbove (f : ℝ → ℝ) (a b η : ℝ)
    (hf : ContinuousOn f (Icc a b)) :
    BddAbove {|f x - f y| | (x ∈ Icc a b) (y ∈ Icc a b) (_ : |x - y| ≤ η)}","The set of values `|f x - f y|` for `x, y ∈ [a,b]` with `|x - y| ≤ η` is
bounded above when `f` is continuous on `[a,b]`."
153,"The triangle inequality gives \(|f(x)-f(y)| \le |f(x)|+|f(y)| \le 2C\), so \(2C\) is a common upper bound for all values in the set.",atlas.real_analysis.8ad5bc02848c,modulusOfContinuity_bddAbove,2,external/atlas-lean/Atlas/RealAnalysis/code/Integration/ModulusContinuity.lean,"lemma modulusOfContinuity_bddAbove (f : ℝ → ℝ) (a b η : ℝ)
    (hf : ContinuousOn f (Icc a b)) :
    BddAbove {|f x - f y| | (x ∈ Icc a b) (y ∈ Icc a b) (_ : |x - y| ≤ η)}","The set of values `|f x - f y|` for `x, y ∈ [a,b]` with `|x - y| ≤ η` is
bounded above when `f` is continuous on `[a,b]`."
154,"The condition \(|x-y|\le\eta\) is irrelevant for boundedness, since the uniform bound applies to every pair \(x,y\in[a,b]\).",atlas.real_analysis.8ad5bc02848c,modulusOfContinuity_bddAbove,3,external/atlas-lean/Atlas/RealAnalysis/code/Integration/ModulusContinuity.lean,"lemma modulusOfContinuity_bddAbove (f : ℝ → ℝ) (a b η : ℝ)
    (hf : ContinuousOn f (Icc a b)) :
    BddAbove {|f x - f y| | (x ∈ Icc a b) (y ∈ Icc a b) (_ : |x - y| ≤ η)}","The set of values `|f x - f y|` for `x, y ∈ [a,b]` with `|x - y| ≤ η` is
bounded above when `f` is continuous on `[a,b]`."
155,"Continuity of \(f\) on the compact interval \([a,b]\) ensures that the set defining the modulus of continuity is bounded above, allowing the supremum bound theorem `le_csSup` to be applied.",atlas.real_analysis.d46bccc7fe78,le_modulusOfContinuity,1,external/atlas-lean/Atlas/RealAnalysis/code/Integration/ModulusContinuity.lean,"lemma le_modulusOfContinuity (f : ℝ → ℝ) {a b : ℝ} (η : ℝ)
    (hf : ContinuousOn f (Icc a b))
    {x : ℝ} (hx : x ∈ Icc a b) {y : ℝ} (hy : y ∈ Icc a b) (hxy : |x - y| ≤ η) :
    |f x - f y| ≤ modulusOfContinuity f a b η","For `x, y ∈ [a,b]` with `|x - y| ≤ η`, the absolute difference `|f x - f y|`
is bounded by the modulus of continuity `w_f(η)`."
156,"The hypotheses \(x,y\in[a,b]\) and \(|x-y|\le\eta\) show that \(|f(x)-f(y)|\) is itself a member of the set whose supremum defines \(\operatorname{modulusOfContinuity}(f,a,b,\eta)\).",atlas.real_analysis.d46bccc7fe78,le_modulusOfContinuity,2,external/atlas-lean/Atlas/RealAnalysis/code/Integration/ModulusContinuity.lean,"lemma le_modulusOfContinuity (f : ℝ → ℝ) {a b : ℝ} (η : ℝ)
    (hf : ContinuousOn f (Icc a b))
    {x : ℝ} (hx : x ∈ Icc a b) {y : ℝ} (hy : y ∈ Icc a b) (hxy : |x - y| ≤ η) :
    |f x - f y| ≤ modulusOfContinuity f a b η","For `x, y ∈ [a,b]` with `|x - y| ≤ η`, the absolute difference `|f x - f y|`
is bounded by the modulus of continuity `w_f(η)`."
157,"Since every element of a bounded-above set is at most its supremum, `le_csSup` immediately yields \(|f(x)-f(y)|\le\operatorname{modulusOfContinuity}(f,a,b,\eta)\).",atlas.real_analysis.d46bccc7fe78,le_modulusOfContinuity,3,external/atlas-lean/Atlas/RealAnalysis/code/Integration/ModulusContinuity.lean,"lemma le_modulusOfContinuity (f : ℝ → ℝ) {a b : ℝ} (η : ℝ)
    (hf : ContinuousOn f (Icc a b))
    {x : ℝ} (hx : x ∈ Icc a b) {y : ℝ} (hy : y ∈ Icc a b) (hxy : |x - y| ≤ η) :
    |f x - f y| ≤ modulusOfContinuity f a b η","For `x, y ∈ [a,b]` with `|x - y| ≤ η`, the absolute difference `|f x - f y|`
is bounded by the modulus of continuity `w_f(η)`."
158,"Use the partition’s ordering property to deduce \(P(\mathrm{castSucc}\,i)\le P(\mathrm{succ}\,i)\) from the canonical index inequality \(\mathrm{castSucc}\,i\le \mathrm{succ}\,i\).",atlas.real_analysis.b0db2bedcea6,Partition.succ_sub_castSucc_nonneg,1,external/atlas-lean/Atlas/RealAnalysis/code/Integration/ModulusContinuity.lean,"lemma Partition.succ_sub_castSucc_nonneg (P : Partition a b) (i : Fin P.n) :
    0 ≤ P.points i.succ - P.points i.castSucc","Each subinterval `[x_i, x_{i+1}]` of a partition has nonnegative length."
159,"Convert this comparison into \(0\le P(\mathrm{succ}\,i)-P(\mathrm{castSucc}\,i)\) using the equivalence \(0\le y-x\iff x\le y\).",atlas.real_analysis.b0db2bedcea6,Partition.succ_sub_castSucc_nonneg,2,external/atlas-lean/Atlas/RealAnalysis/code/Integration/ModulusContinuity.lean,"lemma Partition.succ_sub_castSucc_nonneg (P : Partition a b) (i : Fin P.n) :
    0 ≤ P.points i.succ - P.points i.castSucc","Each subinterval `[x_i, x_{i+1}]` of a partition has nonnegative length."
160,"The existence of \(i : \mathrm{Fin}\,P.n\) forces \(P.n \ne 0\), allowing the degenerate zero branch in the definition of `P.mesh` to be eliminated.",atlas.real_analysis.b636badc9189,Partition.le_mesh,1,external/atlas-lean/Atlas/RealAnalysis/code/Integration/ModulusContinuity.lean,"lemma Partition.le_mesh (P : Partition a b) (i : Fin P.n) :
    P.points i.succ - P.points i.castSucc ≤ P.mesh","Each subinterval length `x_{i+1} - x_i` of a partition is bounded above by
the partition's mesh (i.e., the maximum subinterval length)."
161,"After unfolding the nondegenerate branch, `P.mesh` is the finite supremum of all subinterval lengths indexed by `Fin P.n`.",atlas.real_analysis.b636badc9189,Partition.le_mesh,2,external/atlas-lean/Atlas/RealAnalysis/code/Integration/ModulusContinuity.lean,"lemma Partition.le_mesh (P : Partition a b) (i : Fin P.n) :
    P.points i.succ - P.points i.castSucc ≤ P.mesh","Each subinterval length `x_{i+1} - x_i` of a partition is bounded above by
the partition's mesh (i.e., the maximum subinterval length)."
162,"Since \(i\) belongs to the universal finite index set, `Finset.le_sup'` shows that its subinterval length is bounded above by this supremum.",atlas.real_analysis.b636badc9189,Partition.le_mesh,3,external/atlas-lean/Atlas/RealAnalysis/code/Integration/ModulusContinuity.lean,"lemma Partition.le_mesh (P : Partition a b) (i : Fin P.n) :
    P.points i.succ - P.points i.castSucc ≤ P.mesh","Each subinterval length `x_{i+1} - x_i` of a partition is bounded above by
the partition's mesh (i.e., the maximum subinterval length)."
163,"Extend the finitely indexed partition points to a natural-number sequence \(g\), so the sum can be rewritten in the standard telescoping form \(\sum_{i=0}^{n-1}(g(i+1)-g(i))\).",atlas.real_analysis.026b397b162b,Partition.sum_sub_eq,1,external/atlas-lean/Atlas/RealAnalysis/code/Integration/ModulusContinuity.lean,"lemma Partition.sum_sub_eq (P : Partition a b) :
    ∑ i : Fin P.n, (P.points i.succ - P.points i.castSucc) = b - a","The subinterval lengths of a partition of `[a,b]` telescope to `b - a`:
`∑ᵢ (x_{i+1} - x_i) = b - a`."
164,"Identify the finite-index expressions \(P.\mathrm{points}(i.\mathrm{succ})\) and \(P.\mathrm{points}(i.\mathrm{castSucc})\) with \(g(i+1)\) and \(g(i)\), respectively.",atlas.real_analysis.026b397b162b,Partition.sum_sub_eq,2,external/atlas-lean/Atlas/RealAnalysis/code/Integration/ModulusContinuity.lean,"lemma Partition.sum_sub_eq (P : Partition a b) :
    ∑ i : Fin P.n, (P.points i.succ - P.points i.castSucc) = b - a","The subinterval lengths of a partition of `[a,b]` telescope to `b - a`:
`∑ᵢ (x_{i+1} - x_i) = b - a`."
165,"Apply the telescoping identity \(\sum_{i=0}^{n-1}(g(i+1)-g(i))=g(n)-g(0)\), which cancels all intermediate partition points.",atlas.real_analysis.026b397b162b,Partition.sum_sub_eq,3,external/atlas-lean/Atlas/RealAnalysis/code/Integration/ModulusContinuity.lean,"lemma Partition.sum_sub_eq (P : Partition a b) :
    ∑ i : Fin P.n, (P.points i.succ - P.points i.castSucc) = b - a","The subinterval lengths of a partition of `[a,b]` telescope to `b - a`:
`∑ᵢ (x_{i+1} - x_i) = b - a`."
166,Use the partition endpoint properties \(P.\mathrm{points}(0)=a\) and \(P.\mathrm{points}(\mathrm{last})=b\) to conclude that the remaining difference is \(b-a\).,atlas.real_analysis.026b397b162b,Partition.sum_sub_eq,4,external/atlas-lean/Atlas/RealAnalysis/code/Integration/ModulusContinuity.lean,"lemma Partition.sum_sub_eq (P : Partition a b) :
    ∑ i : Fin P.n, (P.points i.succ - P.points i.castSucc) = b - a","The subinterval lengths of a partition of `[a,b]` telescope to `b - a`:
`∑ᵢ (x_{i+1} - x_i) = b - a`."
167,Use the tagged-partition property \(x_i \le \xi_i \le x_{i+1}\) to bound each tag by the endpoints of its own subinterval.,atlas.real_analysis.afa51cb2adbc,TaggedPartition.tag_mem_Icc,1,external/atlas-lean/Atlas/RealAnalysis/code/Integration/ModulusContinuity.lean,"lemma TaggedPartition.tag_mem_Icc (T : TaggedPartition a b) (hab : a ≤ b) (i : Fin T.n) :
    T.tags i ∈ Icc a b","Every tag `ξ_i` of a tagged partition of `[a,b]` lies in `[a,b]`."
168,"Use monotonicity of the ordered partition points, together with \(0 \le i\) and \(i+1 \le n\), to obtain \(x_0 \le x_i\) and \(x_{i+1} \le x_n\).",atlas.real_analysis.afa51cb2adbc,TaggedPartition.tag_mem_Icc,2,external/atlas-lean/Atlas/RealAnalysis/code/Integration/ModulusContinuity.lean,"lemma TaggedPartition.tag_mem_Icc (T : TaggedPartition a b) (hab : a ≤ b) (i : Fin T.n) :
    T.tags i ∈ Icc a b","Every tag `ξ_i` of a tagged partition of `[a,b]` lies in `[a,b]`."
169,"Substitute the endpoint identities \(x_0=a\) and \(x_n=b\), then combine the inequalities to conclude \(a \le \xi_i \le b\).",atlas.real_analysis.afa51cb2adbc,TaggedPartition.tag_mem_Icc,3,external/atlas-lean/Atlas/RealAnalysis/code/Integration/ModulusContinuity.lean,"lemma TaggedPartition.tag_mem_Icc (T : TaggedPartition a b) (hab : a ≤ b) (i : Fin T.n) :
    T.tags i ∈ Icc a b","Every tag `ξ_i` of a tagged partition of `[a,b]` lies in `[a,b]`."
170,Use the refinement telescoping identity to express each coarse interval length as the sum of the lengths of all fine intervals assigned to it.,atlas.real_analysis.db176b4da708,riemannSum_eq_fiber,1,external/atlas-lean/Atlas/RealAnalysis/code/Integration/ModulusContinuity.lean,"lemma riemannSum_eq_fiber (f : ℝ → ℝ) (T T' : TaggedPartition a b)
    (href : T.IsTaggedRefinement T') :
    riemannSum f T = ∑ j : Fin T'.n,
      f (T.tags (href.assign j)) * (T'.points j.succ - T'.points j.castSucc)","The Riemann sum `S_f(T)` can be rewritten by summing over the refinement `T'`:
each summand uses the tag of `T` at the parent subinterval and the length of the
finer `T'`-subinterval."
171,"Distribute the constant factor \(f(T.\mathrm{tags}_k)\) across each fiber sum, turning every fine interval in that fiber into a Riemann-sum term with the parent tag.",atlas.real_analysis.db176b4da708,riemannSum_eq_fiber,2,external/atlas-lean/Atlas/RealAnalysis/code/Integration/ModulusContinuity.lean,"lemma riemannSum_eq_fiber (f : ℝ → ℝ) (T T' : TaggedPartition a b)
    (href : T.IsTaggedRefinement T') :
    riemannSum f T = ∑ j : Fin T'.n,
      f (T.tags (href.assign j)) * (T'.points j.succ - T'.points j.castSucc)","The Riemann sum `S_f(T)` can be rewritten by summing over the refinement `T'`:
each summand uses the tag of `T` at the parent subinterval and the length of the
finer `T'`-subinterval."
172,"Reindex the resulting double sum fiberwise along `href.assign`, since its fibers partition all fine interval indices.",atlas.real_analysis.db176b4da708,riemannSum_eq_fiber,3,external/atlas-lean/Atlas/RealAnalysis/code/Integration/ModulusContinuity.lean,"lemma riemannSum_eq_fiber (f : ℝ → ℝ) (T T' : TaggedPartition a b)
    (href : T.IsTaggedRefinement T') :
    riemannSum f T = ∑ j : Fin T'.n,
      f (T.tags (href.assign j)) * (T'.points j.succ - T'.points j.castSucc)","The Riemann sum `S_f(T)` can be rewritten by summing over the refinement `T'`:
each summand uses the tag of `T` at the parent subinterval and the length of the
finer `T'`-subinterval."
173,"On each fiber, use the defining equality `href.assign j = k` to replace the coarse index \(k\) by the actual parent index of \(j\).",atlas.real_analysis.db176b4da708,riemannSum_eq_fiber,4,external/atlas-lean/Atlas/RealAnalysis/code/Integration/ModulusContinuity.lean,"lemma riemannSum_eq_fiber (f : ℝ → ℝ) (T T' : TaggedPartition a b)
    (href : T.IsTaggedRefinement T') :
    riemannSum f T = ∑ j : Fin T'.n,
      f (T.tags (href.assign j)) * (T'.points j.succ - T'.points j.castSucc)","The Riemann sum `S_f(T)` can be rewritten by summing over the refinement `T'`:
each summand uses the tag of `T` at the parent subinterval and the length of the
finer `T'`-subinterval."
174,"Regroup the coarse Riemann sum over the fine intervals using the refinement assignment, so both sums are indexed by the intervals of \(T'\).",atlas.real_analysis.bea0ff585f27,riemannSum_sub_le_modulusOfContinuity_mul,1,external/atlas-lean/Atlas/RealAnalysis/code/Integration/ModulusContinuity.lean,"theorem riemannSum_sub_le_modulusOfContinuity_mul
    (f : ℝ → ℝ) (T T' : TaggedPartition a b) (hab : a ≤ b)
    (hf : ContinuousOn f (Icc a b))
    (href : T.IsTaggedRefinement T') :
    |riemannSum f T - riemannSum f T'| ≤
      modulusOfContinuity f a b T.toPartition.mesh * (b - a)","*Theorem II.** If `T'` is a tagged refinement of `T` (i.e. `x ⊂ x'`), then
for `f ∈ C([a,b])`,
`|S_f(T) - S_f(T')| ≤ w_f(‖T‖) · (b - a)`."
175,"Rewrite the difference as a sum of pointwise tag-value differences multiplied by fine interval lengths, then apply the triangle inequality and nonnegativity of those lengths.",atlas.real_analysis.bea0ff585f27,riemannSum_sub_le_modulusOfContinuity_mul,2,external/atlas-lean/Atlas/RealAnalysis/code/Integration/ModulusContinuity.lean,"theorem riemannSum_sub_le_modulusOfContinuity_mul
    (f : ℝ → ℝ) (T T' : TaggedPartition a b) (hab : a ≤ b)
    (hf : ContinuousOn f (Icc a b))
    (href : T.IsTaggedRefinement T') :
    |riemannSum f T - riemannSum f T'| ≤
      modulusOfContinuity f a b T.toPartition.mesh * (b - a)","*Theorem II.** If `T'` is a tagged refinement of `T` (i.e. `x ⊂ x'`), then
for `f ∈ C([a,b])`,
`|S_f(T) - S_f(T')| ≤ w_f(‖T‖) · (b - a)`."
176,"Observe that each fine tag and its assigned coarse tag lie in the same coarse interval, hence their distance is at most that interval’s length and therefore at most the mesh of \(T\).",atlas.real_analysis.bea0ff585f27,riemannSum_sub_le_modulusOfContinuity_mul,3,external/atlas-lean/Atlas/RealAnalysis/code/Integration/ModulusContinuity.lean,"theorem riemannSum_sub_le_modulusOfContinuity_mul
    (f : ℝ → ℝ) (T T' : TaggedPartition a b) (hab : a ≤ b)
    (hf : ContinuousOn f (Icc a b))
    (href : T.IsTaggedRefinement T') :
    |riemannSum f T - riemannSum f T'| ≤
      modulusOfContinuity f a b T.toPartition.mesh * (b - a)","*Theorem II.** If `T'` is a tagged refinement of `T` (i.e. `x ⊂ x'`), then
for `f ∈ C([a,b])`,
`|S_f(T) - S_f(T')| ≤ w_f(‖T‖) · (b - a)`."
177,"Apply the modulus-of-continuity bound on \([a,b]\) to uniformly control every difference \(\lvert f(\xi_{k(j)})-f(\eta_j)\rvert\) by \(\omega_f(\|T\|)\).",atlas.real_analysis.bea0ff585f27,riemannSum_sub_le_modulusOfContinuity_mul,4,external/atlas-lean/Atlas/RealAnalysis/code/Integration/ModulusContinuity.lean,"theorem riemannSum_sub_le_modulusOfContinuity_mul
    (f : ℝ → ℝ) (T T' : TaggedPartition a b) (hab : a ≤ b)
    (hf : ContinuousOn f (Icc a b))
    (href : T.IsTaggedRefinement T') :
    |riemannSum f T - riemannSum f T'| ≤
      modulusOfContinuity f a b T.toPartition.mesh * (b - a)","*Theorem II.** If `T'` is a tagged refinement of `T` (i.e. `x ⊂ x'`), then
for `f ∈ C([a,b])`,
`|S_f(T) - S_f(T')| ≤ w_f(‖T‖) · (b - a)`."
178,"Factor out this uniform bound and use the telescoping identity for the fine partition lengths, whose sum is \(b-a\).",atlas.real_analysis.bea0ff585f27,riemannSum_sub_le_modulusOfContinuity_mul,5,external/atlas-lean/Atlas/RealAnalysis/code/Integration/ModulusContinuity.lean,"theorem riemannSum_sub_le_modulusOfContinuity_mul
    (f : ℝ → ℝ) (T T' : TaggedPartition a b) (hab : a ≤ b)
    (hf : ContinuousOn f (Icc a b))
    (href : T.IsTaggedRefinement T') :
    |riemannSum f T - riemannSum f T'| ≤
      modulusOfContinuity f a b T.toPartition.mesh * (b - a)","*Theorem II.** If `T'` is a tagged refinement of `T` (i.e. `x ⊂ x'`), then
for `f ∈ C([a,b])`,
`|S_f(T) - S_f(T')| ≤ w_f(‖T‖) · (b - a)`."
179,Insert the Riemann sum over the common tagged refinement \(T''\) to decompose \(S_f(T_1)-S_f(T_2)\) into the two refinement differences \(S_f(T_1)-S_f(T'')\) and \(S_f(T'')-S_f(T_2)\).,atlas.real_analysis.8bf505ec59b9,riemannSum_sub_le_modulusOfContinuity_add_mul_of_commonRefinement,1,external/atlas-lean/Atlas/RealAnalysis/code/Integration/ModulusContinuity.lean,"theorem riemannSum_sub_le_modulusOfContinuity_add_mul_of_commonRefinement
    (f : ℝ → ℝ) (T₁ T₂ : TaggedPartition a b) (hab : a ≤ b)
    (hf : ContinuousOn f (Icc a b))
    (T'' : TaggedPartition a b)
    (href₁ : T₁.IsTaggedRefinement T'')
    (href₂ : T₂.IsTaggedRefinement T'') :
    |riemannSum f T₁ - riemannSum f T₂| ≤
      (modulusOfContinuity f a b T₁.toPartition.mesh +
       modulusOfContinuity f a b T₂.toPartition.mesh) * (b - a)","*Theorem III (given a common refinement).** For tagged partitions `T₁, T₂`
that share a common tagged refinement `T''`, and `f ∈ C([a,b])`,
`|S_f(T₁) - S_f(T₂)| ≤ (w_f(‖T₁‖) + w_f(‖T₂‖)) · (b - a)`."
180,"Apply the triangle inequality, using symmetry of absolute value to rewrite \(\lvert S_f(T'')-S_f(T_2)\rvert\) as \(\lvert S_f(T_2)-S_f(T'')\rvert\).",atlas.real_analysis.8bf505ec59b9,riemannSum_sub_le_modulusOfContinuity_add_mul_of_commonRefinement,2,external/atlas-lean/Atlas/RealAnalysis/code/Integration/ModulusContinuity.lean,"theorem riemannSum_sub_le_modulusOfContinuity_add_mul_of_commonRefinement
    (f : ℝ → ℝ) (T₁ T₂ : TaggedPartition a b) (hab : a ≤ b)
    (hf : ContinuousOn f (Icc a b))
    (T'' : TaggedPartition a b)
    (href₁ : T₁.IsTaggedRefinement T'')
    (href₂ : T₂.IsTaggedRefinement T'') :
    |riemannSum f T₁ - riemannSum f T₂| ≤
      (modulusOfContinuity f a b T₁.toPartition.mesh +
       modulusOfContinuity f a b T₂.toPartition.mesh) * (b - a)","*Theorem III (given a common refinement).** For tagged partitions `T₁, T₂`
that share a common tagged refinement `T''`, and `f ∈ C([a,b])`,
`|S_f(T₁) - S_f(T₂)| ≤ (w_f(‖T₁‖) + w_f(‖T₂‖)) · (b - a)`."
181,"Bound each resulting difference by the previously proved modulus-of-continuity estimate for a tagged refinement, once for \(T_1\preceq T''\) and once for \(T_2\preceq T''\).",atlas.real_analysis.8bf505ec59b9,riemannSum_sub_le_modulusOfContinuity_add_mul_of_commonRefinement,3,external/atlas-lean/Atlas/RealAnalysis/code/Integration/ModulusContinuity.lean,"theorem riemannSum_sub_le_modulusOfContinuity_add_mul_of_commonRefinement
    (f : ℝ → ℝ) (T₁ T₂ : TaggedPartition a b) (hab : a ≤ b)
    (hf : ContinuousOn f (Icc a b))
    (T'' : TaggedPartition a b)
    (href₁ : T₁.IsTaggedRefinement T'')
    (href₂ : T₂.IsTaggedRefinement T'') :
    |riemannSum f T₁ - riemannSum f T₂| ≤
      (modulusOfContinuity f a b T₁.toPartition.mesh +
       modulusOfContinuity f a b T₂.toPartition.mesh) * (b - a)","*Theorem III (given a common refinement).** For tagged partitions `T₁, T₂`
that share a common tagged refinement `T''`, and `f ∈ C([a,b])`,
`|S_f(T₁) - S_f(T₂)| ≤ (w_f(‖T₁‖) + w_f(‖T₂‖)) · (b - a)`."
182,Add the two bounds and factor out the common interval length \(b-a\) to obtain the desired sum of moduli of continuity.,atlas.real_analysis.8bf505ec59b9,riemannSum_sub_le_modulusOfContinuity_add_mul_of_commonRefinement,4,external/atlas-lean/Atlas/RealAnalysis/code/Integration/ModulusContinuity.lean,"theorem riemannSum_sub_le_modulusOfContinuity_add_mul_of_commonRefinement
    (f : ℝ → ℝ) (T₁ T₂ : TaggedPartition a b) (hab : a ≤ b)
    (hf : ContinuousOn f (Icc a b))
    (T'' : TaggedPartition a b)
    (href₁ : T₁.IsTaggedRefinement T'')
    (href₂ : T₂.IsTaggedRefinement T'') :
    |riemannSum f T₁ - riemannSum f T₂| ≤
      (modulusOfContinuity f a b T₁.toPartition.mesh +
       modulusOfContinuity f a b T₂.toPartition.mesh) * (b - a)","*Theorem III (given a common refinement).** For tagged partitions `T₁, T₂`
that share a common tagged refinement `T''`, and `f ∈ C([a,b])`,
`|S_f(T₁) - S_f(T₂)| ≤ (w_f(‖T₁‖) + w_f(‖T₂‖)) · (b - a)`."
183,"Prove that `assign j = k` exactly when `j` lies between `φ k.castSucc` and `φ k.succ`, using the assignment bounds and strict monotonicity of `φ` to rule out assignments below or above `k`.",atlas.real_analysis.6d9a30ae0d65,telescope_sum_of_embedding,1,external/atlas-lean/Atlas/RealAnalysis/code/Integration/ModulusContinuity.lean,"lemma telescope_sum_of_embedding {n'' m : ℕ} (pts : Fin (n'' + 1) → ℝ)
    (φ : Fin (m + 1) → Fin (n'' + 1)) (hφ_strict : StrictMono φ)
    (assign : Fin n'' → Fin m)
    (hassign_spec : ∀ j : Fin n'', (φ (assign j).castSucc).val ≤ j.val ∧
      j.val < (φ (assign j).succ).val)
    (k : Fin m) :
    ∑ j ∈ Finset.univ.filter (fun j => assign j = k),
      (pts j.succ - pts j.castSucc) = pts (φ k.succ) - pts (φ k.castSucc)","Telescoping identity: given a strictly monotone embedding `φ` of a coarse
index set into a fine index set, the lengths of the fine subintervals whose
indices are assigned to a coarse index `k` sum to the length of the `k`-th
coarse subinterval."
184,"Replace dependent `Fin` indexing by the total auxiliary function `g : ℕ → ℝ`, so each fine-interval length becomes the ordinary difference `g (j.val + 1) - g j.val`.",atlas.real_analysis.6d9a30ae0d65,telescope_sum_of_embedding,2,external/atlas-lean/Atlas/RealAnalysis/code/Integration/ModulusContinuity.lean,"lemma telescope_sum_of_embedding {n'' m : ℕ} (pts : Fin (n'' + 1) → ℝ)
    (φ : Fin (m + 1) → Fin (n'' + 1)) (hφ_strict : StrictMono φ)
    (assign : Fin n'' → Fin m)
    (hassign_spec : ∀ j : Fin n'', (φ (assign j).castSucc).val ≤ j.val ∧
      j.val < (φ (assign j).succ).val)
    (k : Fin m) :
    ∑ j ∈ Finset.univ.filter (fun j => assign j = k),
      (pts j.succ - pts j.castSucc) = pts (φ k.succ) - pts (φ k.castSucc)","Telescoping identity: given a strictly monotone embedding `φ` of a coarse
index set into a fine index set, the lengths of the fine subintervals whose
indices are assigned to a coarse index `k` sum to the length of the `k`-th
coarse subinterval."
185,"Reindex the filtered sum bijectively via `j ↦ j.val`, identifying its index set with the natural-number interval `Finset.Ico a' b'`.",atlas.real_analysis.6d9a30ae0d65,telescope_sum_of_embedding,3,external/atlas-lean/Atlas/RealAnalysis/code/Integration/ModulusContinuity.lean,"lemma telescope_sum_of_embedding {n'' m : ℕ} (pts : Fin (n'' + 1) → ℝ)
    (φ : Fin (m + 1) → Fin (n'' + 1)) (hφ_strict : StrictMono φ)
    (assign : Fin n'' → Fin m)
    (hassign_spec : ∀ j : Fin n'', (φ (assign j).castSucc).val ≤ j.val ∧
      j.val < (φ (assign j).succ).val)
    (k : Fin m) :
    ∑ j ∈ Finset.univ.filter (fun j => assign j = k),
      (pts j.succ - pts j.castSucc) = pts (φ k.succ) - pts (φ k.castSucc)","Telescoping identity: given a strictly monotone embedding `φ` of a coarse
index set into a fine index set, the lengths of the fine subintervals whose
indices are assigned to a coarse index `k` sum to the length of the `k`-th
coarse subinterval."
